346	16	10	2
347	17	10	1
348	18	10	1
349	19	10	1
350	20	10	1
351	21	10	0
352	22	10	0
353	23	10	0
354	24	10	0
355	25	10	0
356	26	10	0
357	27	10	0
358	28	10	0
359	29	10	0
360	30	10	0
361	1	11	0
362	2	11	0
363	3	11	2
364	4	11	1
365	5	11	2
366	6	11	0
367	7	11	0
368	8	11	0
369	9	11	1
370	10	11	1
371	11	11	2
372	12	11	2
373	13	11	0
374	14	11	0
375	15	11	0
376	16	11	0
377	17	11	1
378	18	11	1
379	19	11	1
380	20	11	2
381	21	11	1
382	22	11	0
383	23	11	0
384	24	11	1
385	25	11	1
386	26	11	0
387	27	11	1
388	28	11	0
389	29	11	0
390	30	11	0
391	1	12	0
392	2	12	0
393	3	12	2
394	4	12	1
395	5	12	0
396	6	12	0
397	7	12	0
398	8	12	2
399	9	12	1
400	10	12	1
401	11	12	0
402	12	12	1
403	13	12	1
404	14	12	2
405	15	12	1
406	16	12	1
407	17	12	1
408	18	12	1
409	19	12	1
410	20	12	1
411	21	12	1
412	22	12	1
413	23	12	1
414	24	12	1
415	25	12	1
416	26	12	1
417	27	12	1
418	28	12	1
419	29	12	1
420	30	12	1
421	1	13	0
422	2	13	0
423	3	13	2
424	4	13	1
425	5	13	0
426	6	13	0
427	7	13	0
428	8	13	0
429	9	13	0
430	10	13	0
431	11	13	0
432	12	13	0
433	13	13	2
434	14	13	0
435	15	13	0
436	16	13	0
437	17	13	1
438	18	13	1
439	19	13	1
440	20	13	2
441	21	13	1
442	22	13	1
443	23	13	1
444	24	13	2
445	25	13	1
446	26	13	1
447	27	13	1
448	28	13	1
449	29	13	1
450	30	13	1
93	3	18	2
101	11	18	0
102	12	18	0
115	25	18	2
117	27	18	2
451	1	5	0
452	2	5	0
453	3	5	1
454	4	5	0
455	5	5	0
456	6	5	0
457	7	5	0
458	8	5	0
459	9	5	2
460	10	5	2
461	11	5	1
462	12	5	1
463	13	5	0
464	14	5	0
465	15	5	0
466	16	5	0
467	17	5	2
468	18	5	2
469	19	5	2
470	20	5	2
471	21	5	2
472	22	5	2
473	23	5	1
474	24	5	1
475	25	5	1
476	26	5	1
477	27	5	1
478	28	5	1
479	29	5	1
480	30	5	1
\.
